Date,Open,High,Low,Close,Adj Close,Volume
2021-06-15,1550.949951171875,1572.5999755859375,1477.199951171875,1538.8499755859375,1535.7886962890625,22320542
2021-06-16,1510.0,1538.199951171875,1409.300048828125,1448.300048828125,1445.4189453125,12626149
2021-06-17,1380.0,1436.0,1303.5,1367.699951171875,1364.9791259765625,27926070
2021-06-18,1350.0,1504.0,1332.550048828125,1487.5,1484.5408935546875,30526777
2021-06-21,1490.0,1582.0,1444.8499755859375,1540.0,1536.9365234375,21101083
2021-06-22,1554.050048828125,1582.0,1531.800048828125,1541.5999755859375,1538.5333251953125,12069983
2021-06-23,1560.0999755859375,1569.949951171875,1481.300048828125,1504.75,1501.7567138671875,12679703
2021-06-24,1509.949951171875,1519.0,1488.050048828125,1508.5,1505.4991455078125,7261764
2021-06-25,1525.0,1534.0,1501.0,1519.449951171875,1516.4273681640625,4962963
2021-06-28,1524.9000244140625,1565.0,1518.199951171875,1525.75,1522.7149658203125,6178022
2021-06-29,1526.0,1548.699951171875,1513.0,1523.550048828125,1520.5194091796875,5551918
2021-06-30,1539.0,1539.0,1502.699951171875,1507.550048828125,1504.5511474609375,3256147
2021-07-01,1509.550048828125,1522.550048828125,1482.9000244140625,1490.25,1488.2728271484375,3759914
2021-07-02,1490.25,1507.699951171875,1411.550048828125,1422.050048828125,1420.1632080078125,6653653
2021-07-05,1427.0,1443.949951171875,1350.5999755859375,1394.3499755859375,1392.4998779296875,12239845
2021-07-06,1400.9000244140625,1444.1500244140625,1378.75,1414.800048828125,1412.9228515625,9485434
2021-07-07,1420.0,1437.0999755859375,1385.0,1425.6500244140625,1423.7584228515625,5549751
2021-07-08,1420.0,1445.0,1411.800048828125,1425.9000244140625,1424.0081787109375,3898830
2021-07-09,1425.9000244140625,1456.5999755859375,1416.449951171875,1431.3499755859375,1429.4508056640625,4502324
2021-07-12,1442.0,1447.0,1414.1500244140625,1420.699951171875,1418.81494140625,2557189
2021-07-13,1433.0,1433.0,1385.199951171875,1417.699951171875,1415.81884765625,4157955
2021-07-14,1449.0,1449.0,1397.800048828125,1402.050048828125,1400.1898193359375,3859529
2021-07-15,1399.0,1429.0,1393.4000244140625,1407.949951171875,1406.0819091796875,2728305
2021-07-16,1409.0,1415.0,1388.25,1395.5,1393.6484375,2134914
2021-07-19,1390.0,1412.6500244140625,1332.75,1380.5999755859375,1378.7681884765625,6190302
2021-07-20,1340.0,1382.9000244140625,1336.0999755859375,1365.699951171875,1363.887939453125,4529933
2021-07-22,1375.0,1424.9000244140625,1340.5,1416.75,1414.8702392578125,5009804
2021-07-23,1430.0,1434.8499755859375,1386.199951171875,1401.6500244140625,1399.790283203125,4694140
2021-07-26,1399.800048828125,1416.800048828125,1392.0,1403.9000244140625,1402.037353515625,2054318
2021-07-27,1403.9000244140625,1424.5999755859375,1378.1500244140625,1396.75,1394.8968505859375,2978042
2021-07-28,1406.8499755859375,1424.800048828125,1378.5999755859375,1399.9000244140625,1398.0426025390625,3188606
2021-07-29,1413.949951171875,1425.0,1397.0,1400.25,1398.3922119140625,2538248
2021-07-30,1409.5,1449.5,1400.25,1420.25,1418.3656005859375,4403219
2021-08-02,1435.0,1445.0,1424.0999755859375,1438.199951171875,1436.291748046875,2483790
2021-08-03,1467.0,1467.0,1422.199951171875,1442.800048828125,1440.8858642578125,4442122
2021-08-04,1460.0,1460.0,1423.050048828125,1429.550048828125,1427.6533203125,3341801
2021-08-05,1428.0,1438.0,1407.4000244140625,1432.3499755859375,1430.449462890625,2104359
2021-08-06,1422.0,1555.0,1422.0,1536.6500244140625,1534.6112060546875,14250256
2021-08-09,1546.699951171875,1565.0,1482.5,1493.4000244140625,1491.418701171875,6031426
2021-08-10,1488.0,1498.6500244140625,1426.050048828125,1446.5,1444.580810546875,3581449
2021-08-11,1455.0,1456.5999755859375,1407.0,1437.050048828125,1435.1434326171875,3197412
2021-08-12,1443.5999755859375,1458.0,1430.25,1442.9000244140625,1440.9854736328125,2455443
2021-08-13,1445.0,1454.0,1428.0,1437.0,1435.0933837890625,2095991
2021-08-16,1431.5,1449.699951171875,1413.550048828125,1430.0999755859375,1428.2025146484375,1909352
2021-08-17,1431.0,1451.0,1416.199951171875,1441.6500244140625,1439.7371826171875,3062815
2021-08-18,1441.9000244140625,1496.800048828125,1432.5999755859375,1460.0,1458.0628662109375,4738820
2021-08-20,1438.0,1482.6500244140625,1411.0,1430.0999755859375,1428.2025146484375,4933377
2021-08-23,1415.050048828125,1427.75,1361.550048828125,1396.699951171875,1394.8468017578125,4866080
2021-08-24,1407.0,1448.4000244140625,1390.0,1437.800048828125,1435.892333984375,3362312
2021-08-25,1444.25,1481.800048828125,1425.0,1475.3499755859375,1473.3924560546875,5361140
2021-08-26,1482.0,1494.6500244140625,1460.4000244140625,1475.699951171875,1473.741943359375,4678919
2021-08-27,1475.0,1515.0,1474.0999755859375,1506.050048828125,1504.0518798828125,5164477
2021-08-30,1513.75,1527.0,1493.300048828125,1516.550048828125,1514.537841796875,3149863
2021-08-31,1517.300048828125,1596.8499755859375,1512.800048828125,1587.5999755859375,1585.49365234375,7234384
2021-09-01,1594.9000244140625,1600.8499755859375,1561.5,1565.199951171875,1563.123291015625,3056760
2021-09-02,1571.0,1594.300048828125,1565.5,1570.550048828125,1568.4661865234375,2171898
2021-09-03,1578.5,1581.4000244140625,1551.550048828125,1565.550048828125,1563.4727783203125,1687999
2021-09-06,1572.0,1628.449951171875,1566.050048828125,1582.0,1579.9010009765625,5562312
2021-09-07,1585.0999755859375,1592.3499755859375,1553.0,1558.0999755859375,1556.0325927734375,1651169
2021-09-08,1559.9000244140625,1579.0,1538.25,1555.949951171875,1553.885498046875,2084219
2021-09-09,1561.5999755859375,1565.5,1535.050048828125,1545.0,1542.9500732421875,1243149
2021-09-13,1548.0,1557.0,1525.25,1532.449951171875,1530.416748046875,1759456
2021-09-14,1539.9000244140625,1547.25,1497.050048828125,1513.199951171875,1511.1922607421875,7143757
2021-09-15,1524.0,1545.5999755859375,1496.9000244140625,1516.800048828125,1514.7874755859375,12834337
2021-09-16,1523.0,1535.0,1499.75,1503.199951171875,1501.2054443359375,7616906
2021-09-17,1503.199951171875,1525.0,1465.75,1480.25,1478.2860107421875,3329954
2021-09-20,1464.9000244140625,1488.5,1409.949951171875,1418.8499755859375,1416.967529296875,2273312
2021-09-21,1420.0,1446.949951171875,1381.3499755859375,1441.449951171875,1439.537353515625,2682157
2021-09-22,1435.0,1462.6500244140625,1424.3499755859375,1437.75,1435.84228515625,1663858
2021-09-23,1453.0,1480.0,1441.0999755859375,1474.3499755859375,1472.393798828125,1622616
2021-09-24,1483.0,1516.0,1455.0,1461.699951171875,1459.760498046875,2760295
2021-09-27,1462.0,1544.0,1462.0,1531.25,1529.2183837890625,4737676
2021-09-28,1557.0,1557.9000244140625,1475.0,1487.300048828125,1485.3267822265625,3547971
2021-09-29,1466.300048828125,1498.0,1464.300048828125,1485.6500244140625,1483.678955078125,1764350
2021-09-30,1484.699951171875,1519.0,1463.3499755859375,1468.0999755859375,1466.152099609375,2072145
2021-10-01,1465.0,1468.75,1422.6500244140625,1458.699951171875,1456.7645263671875,2311858
2021-10-04,1471.0,1531.0,1460.0999755859375,1526.6500244140625,1524.62451171875,3209302
2021-10-05,1515.0,1557.8499755859375,1512.3499755859375,1527.6500244140625,1525.623046875,2544835
2021-10-06,1529.800048828125,1541.0,1472.0,1479.550048828125,1477.5869140625,1777998
2021-10-07,1502.8499755859375,1535.75,1490.0,1520.75,1518.732177734375,1919106
2021-10-08,1522.0,1569.449951171875,1511.449951171875,1547.9000244140625,1545.8463134765625,2646112
2021-10-11,1553.0,1563.699951171875,1532.1500244140625,1539.75,1537.70703125,1910095
2021-10-12,1539.0,1566.9000244140625,1514.5,1554.449951171875,1552.387451171875,1900749
2021-10-13,1568.449951171875,1608.300048828125,1551.300048828125,1569.699951171875,1567.6173095703125,3923958
2021-10-14,1580.0,1656.0,1574.800048828125,1646.3499755859375,1644.1656494140625,5256882
2021-10-18,1672.949951171875,1672.949951171875,1608.550048828125,1615.5,1613.3565673828125,3791222
2021-10-19,1625.199951171875,1637.0,1562.050048828125,1569.449951171875,1567.3675537109375,1822638
2021-10-20,1574.0,1607.3499755859375,1539.0999755859375,1589.699951171875,1587.5906982421875,2768997
2021-10-21,1601.949951171875,1626.8499755859375,1581.699951171875,1595.050048828125,1592.9337158203125,3129269
2021-10-22,1595.050048828125,1608.800048828125,1537.0,1543.0,1540.9527587890625,2580699
2021-10-25,1545.0,1551.4000244140625,1494.050048828125,1532.199951171875,1530.1668701171875,2276050
2021-10-26,1532.0,1557.25,1520.9000244140625,1543.8499755859375,1541.8016357421875,1661783
2021-10-27,1548.0,1581.1500244140625,1540.0,1566.550048828125,1564.4715576171875,2121282
2021-10-28,1550.0,1566.9000244140625,1367.699951171875,1398.550048828125,1396.694580078125,7093354
2021-10-29,1400.0,1454.800048828125,1377.75,1423.5999755859375,1421.711181640625,3165141
2021-11-01,1436.0,1457.0,1411.199951171875,1445.300048828125,1443.38232421875,1543436
2021-11-02,1455.0,1489.0,1452.800048828125,1472.800048828125,1470.845947265625,1667692
2021-11-03,1474.0,1501.0,1464.449951171875,1485.9000244140625,1483.928466796875,1710819
2021-11-04,1495.0,1511.5,1483.0,1489.449951171875,1487.4737548828125,272261
2021-11-08,1495.0,1575.1500244140625,1485.6500244140625,1568.25,1566.169189453125,2565017
2021-11-09,1555.0,1659.0,1554.949951171875,1635.449951171875,1633.280029296875,4713708
2021-11-10,1625.550048828125,1686.0,1620.4000244140625,1655.8499755859375,1653.6529541015625,3728328
2021-11-11,1650.0,1704.0,1640.8499755859375,1664.9000244140625,1662.6910400390625,4470709
2021-11-12,1678.300048828125,1719.5,1670.0999755859375,1705.199951171875,1702.9373779296875,5349189
2021-11-15,1713.75,1764.0,1691.800048828125,1749.550048828125,1747.228759765625,3997553
2021-11-16,1759.449951171875,1766.550048828125,1706.9000244140625,1711.5999755859375,1709.3289794921875,2172117
2021-11-17,1714.0,1729.699951171875,1682.5,1706.449951171875,1704.185791015625,1476385
2021-11-18,1708.0,1714.0,1640.0,1688.75,1686.5093994140625,2255988
2021-11-22,1691.4000244140625,1701.4000244140625,1610.050048828125,1675.75,1673.526611328125,2552170
2021-11-23,1660.1500244140625,1720.3499755859375,1650.0,1707.949951171875,1705.683837890625,2472589
2021-11-24,1721.5999755859375,1788.9000244140625,1712.449951171875,1755.1500244140625,1752.8212890625,4562858
2021-11-25,1762.949951171875,1773.699951171875,1735.550048828125,1763.050048828125,1760.7108154296875,2341862
2021-11-26,1740.0,1768.550048828125,1660.8499755859375,1669.550048828125,1667.3348388671875,3510810
2021-11-29,1655.0,1697.0,1609.8499755859375,1665.050048828125,1662.8408203125,2119826
2021-11-30,1668.0,1718.6500244140625,1648.1500244140625,1662.8499755859375,1660.6436767578125,2952368
2021-12-01,1694.0,1705.0,1652.3499755859375,1693.300048828125,1691.053466796875,2476360
2021-12-02,1692.5,1735.0,1687.6500244140625,1732.25,1729.95166015625,2159661
2021-12-03,1734.0,1745.0,1701.0999755859375,1708.0999755859375,1705.8336181640625,1544077
2021-12-06,1710.0,1727.949951171875,1640.0,1645.5999755859375,1643.4166259765625,1574680
2021-12-07,1658.9000244140625,1686.699951171875,1654.0,1678.449951171875,1676.222900390625,1476012
2021-12-08,1679.800048828125,1726.4000244140625,1679.050048828125,1715.5,1713.2237548828125,1406394
2021-12-09,1725.0,1739.25,1706.5999755859375,1722.25,1719.96484375,1306393
2021-12-10,1710.5999755859375,1788.0,1710.5999755859375,1740.4000244140625,1738.0908203125,2708578
2021-12-13,1755.0,1762.199951171875,1711.0999755859375,1719.550048828125,1717.2684326171875,1104594
2021-12-14,1712.0,1727.9000244140625,1683.0,1720.0999755859375,1717.817626953125,1198653
2021-12-15,1720.0,1727.0,1687.050048828125,1695.300048828125,1693.05078125,866378
2021-12-16,1707.300048828125,1719.8499755859375,1687.0,1702.050048828125,1699.791748046875,751885
2021-12-17,1698.949951171875,1702.0,1640.0,1645.300048828125,1643.1170654296875,1215873
2021-12-20,1629.0,1629.0,1555.199951171875,1589.949951171875,1587.84033203125,1945211
2021-12-21,1621.0999755859375,1645.9000244140625,1602.9000244140625,1620.5,1618.349853515625,1563851
2021-12-22,1631.25,1663.449951171875,1627.0,1658.0999755859375,1655.9000244140625,993006
2021-12-23,1674.699951171875,1684.199951171875,1658.199951171875,1676.199951171875,1673.9759521484375,979023
2021-12-24,1680.0,1703.949951171875,1658.199951171875,1698.199951171875,1695.9468994140625,1234386
2021-12-27,1694.75,1738.0,1686.050048828125,1730.199951171875,1727.904296875,1672655
2021-12-28,1740.0,1760.0,1728.0999755859375,1751.0,1748.6767578125,1552918
2021-12-29,1751.0,1755.0,1709.4000244140625,1718.050048828125,1715.7706298828125,1100579
2021-12-30,1714.0,1725.0,1685.0,1696.4000244140625,1694.149169921875,1359574
2021-12-31,1694.949951171875,1725.0,1691.050048828125,1709.449951171875,1707.1817626953125,1310960
2022-01-03,1713.0,1733.0,1711.199951171875,1717.1500244140625,1714.8717041015625,1094708
2022-01-04,1725.75,1728.0,1700.0,1719.0,1716.71923828125,1191189
2022-01-05,1722.0,1744.6500244140625,1702.550048828125,1715.449951171875,1713.1739501953125,1583598
2022-01-06,1710.0,1723.8499755859375,1675.5999755859375,1713.0999755859375,1710.8270263671875,1615375
2022-01-07,1719.9000244140625,1730.800048828125,1689.5,1699.0999755859375,1696.845703125,1295933
2022-01-10,1707.550048828125,1766.0,1699.0999755859375,1752.5999755859375,1750.2745361328125,1670551
2022-01-11,1758.0,1850.0,1737.0,1843.9000244140625,1841.4534912109375,5126019
2022-01-12,1873.0,1873.0,1808.300048828125,1830.0999755859375,1827.671875,2518912
2022-01-13,1834.0,1863.0,1808.0,1853.3499755859375,1850.8909912109375,1881069
2022-01-14,1850.0,1890.449951171875,1831.0999755859375,1870.25,1867.7685546875,2357616
2022-01-17,1876.0,1901.4000244140625,1855.6500244140625,1877.800048828125,1875.30859375,1700525
2022-01-18,1885.0,1908.5,1830.050048828125,1840.949951171875,1838.50732421875,2294146
2022-01-19,1839.800048828125,1857.0,1811.25,1849.300048828125,1846.846435546875,1544606
2022-01-20,1855.0,1880.3499755859375,1843.699951171875,1865.8499755859375,1863.374267578125,1252017
2022-01-21,1860.8499755859375,1873.0,1810.75,1828.3499755859375,1825.9241943359375,1929667
2022-01-24,1822.0,1827.449951171875,1696.550048828125,1715.800048828125,1713.5234375,2381112
2022-01-25,1668.0,1750.550048828125,1668.0,1741.4000244140625,1739.0894775390625,1817963
2022-01-27,1718.0,1725.550048828125,1654.5,1686.0,1683.7630615234375,3549583
2022-01-28,1702.5,1744.0999755859375,1683.949951171875,1693.699951171875,1691.45263671875,1624750
2022-01-31,1708.949951171875,1734.0,1705.0,1714.949951171875,1712.6744384765625,1024738
2022-02-01,1727.949951171875,1765.0999755859375,1699.1500244140625,1746.9000244140625,1744.582275390625,1574361
2022-02-02,1755.0,1786.0,1747.0,1779.3499755859375,1776.9891357421875,1405276
2022-02-03,1771.949951171875,1787.0,1746.4000244140625,1751.8499755859375,1749.5255126953125,588866
2022-02-04,1758.0,1770.0,1733.699951171875,1757.300048828125,1754.9683837890625,855996
2022-02-07,1765.0,1765.5,1722.0999755859375,1731.800048828125,1729.5023193359375,854871
2022-02-08,1739.4000244140625,1747.0,1677.050048828125,1716.0,1713.7232666015625,1480201
2022-02-09,1724.5999755859375,1791.9000244140625,1718.0999755859375,1783.1500244140625,1780.7840576171875,1674022
2022-02-10,1799.0,1809.0,1766.0,1786.0999755859375,1783.7301025390625,1747943
2022-02-11,1764.0,1774.9000244140625,1743.3499755859375,1764.300048828125,1761.959228515625,1196002
2022-02-14,1736.300048828125,1737.9000244140625,1653.0,1663.949951171875,1661.7423095703125,1919476
2022-02-15,1636.0,1751.4000244140625,1627.8499755859375,1744.25,1741.9356689453125,2261554
2022-02-16,1744.25,1776.0,1730.0,1738.0999755859375,1735.7939453125,1663614
2022-02-17,1750.0,1762.0,1724.0,1730.949951171875,1728.6533203125,1075487
2022-02-18,1739.0,1754.5999755859375,1725.0,1736.300048828125,1733.996337890625,945100
2022-02-21,1738.800048828125,1738.800048828125,1671.300048828125,1685.199951171875,1682.9639892578125,1449291
2022-02-22,1636.0999755859375,1678.9000244140625,1630.0,1667.699951171875,1665.4871826171875,1717579
2022-02-23,1682.0,1717.5,1670.0,1688.699951171875,1686.45947265625,1285012
2022-02-24,1626.0,1648.5999755859375,1528.800048828125,1543.949951171875,1541.9014892578125,2798065
2022-02-25,1594.0,1638.0999755859375,1578.800048828125,1618.699951171875,1616.55224609375,1741584
2022-02-28,1603.75,1651.0999755859375,1592.25,1644.449951171875,1642.26806640625,1869037
2022-03-02,1638.0,1664.25,1615.5,1641.800048828125,1639.6217041015625,1249817
2022-03-03,1670.0,1678.199951171875,1634.949951171875,1643.800048828125,1641.6190185546875,1333325
2022-03-04,1621.800048828125,1655.5,1601.199951171875,1615.0,1612.857177734375,1433490
2022-03-07,1590.0,1592.0,1539.300048828125,1564.050048828125,1561.974853515625,1508821
2022-03-08,1574.9000244140625,1607.4000244140625,1553.4000244140625,1601.5999755859375,1599.4749755859375,1396347
2022-03-09,1609.5999755859375,1669.949951171875,1608.0,1656.550048828125,1654.3521728515625,1498176
2022-03-10,1682.0,1749.5999755859375,1678.25,1742.8499755859375,1740.5374755859375,2294474
2022-03-11,1750.0,1757.0,1721.199951171875,1734.0999755859375,1731.7991943359375,1354129
2022-03-14,1732.0,1752.449951171875,1722.449951171875,1736.0999755859375,1733.7965087890625,659190
2022-03-15,1740.0,1754.199951171875,1686.6500244140625,1701.4000244140625,1699.142578125,1085901
2022-03-16,1724.0,1764.0,1718.6500244140625,1758.0,1755.6673583984375,1269866
2022-03-17,1775.5999755859375,1823.5999755859375,1760.0,1819.6500244140625,1817.2357177734375,2392329
2022-03-21,1836.050048828125,1841.9000244140625,1796.1500244140625,1802.949951171875,1800.557861328125,1081052
2022-03-22,1802.949951171875,1837.0,1790.0,1831.550048828125,1829.119873046875,964066
2022-03-23,1848.050048828125,1848.050048828125,1800.8499755859375,1811.0,1808.59716796875,1553366
2022-03-24,1815.0,1839.550048828125,1800.1500244140625,1832.800048828125,1830.3682861328125,1030145
2022-03-25,1835.550048828125,1878.0,1822.0,1867.0,1864.5228271484375,1366115
2022-03-28,1876.9000244140625,1924.4000244140625,1851.050048828125,1909.699951171875,1907.166015625,1895438
2022-03-29,1919.25,1930.9000244140625,1885.5,1917.25,1914.7060546875,1715098
2022-03-30,1927.699951171875,2015.0,1917.300048828125,1995.25,1992.602783203125,3215951
2022-03-31,2005.0,2042.0,1991.0,2014.75,2012.076904296875,2786973
2022-04-01,2018.0,2049.0,2013.050048828125,2043.6500244140625,2040.9384765625,1267111
2022-04-04,2050.0,2075.5,2032.0,2065.85009765625,2063.10888671875,1334265
2022-04-05,2078.0,2189.800048828125,2067.60009765625,2139.85009765625,2137.010986328125,4970260
2022-04-06,2153.75,2182.85009765625,2124.199951171875,2160.0,2157.13427734375,2259018
2022-04-07,2165.949951171875,2214.949951171875,2081.25,2099.050048828125,2096.26513671875,3499044
2022-04-08,2115.0,2176.0,2105.25,2170.949951171875,2168.069580078125,1924054
2022-04-11,2181.85009765625,2200.0,2158.5,2180.199951171875,2177.30712890625,1615715
2022-04-12,2188.0,2219.0,2155.0,2196.949951171875,2194.034912109375,2632324
2022-04-13,2210.0,2217.14990234375,2173.449951171875,2199.449951171875,2196.53173828125,992512
2022-04-18,2179.800048828125,2240.0,2156.75,2233.85009765625,2230.88623046875,1747434
2022-04-19,2245.0,2255.0,2140.10009765625,2168.300048828125,2165.423095703125,1639219
2022-04-20,2178.0,2207.949951171875,2161.89990234375,2183.949951171875,2181.052490234375,1119025
2022-04-21,2216.0,2293.550048828125,2203.89990234375,2286.35009765625,2283.316650390625,2243636
2022-04-22,2297.0,2306.0,2265.0,2273.300048828125,2270.28369140625,1786042
2022-04-25,2259.949951171875,2295.0,2242.60009765625,2284.199951171875,2281.169189453125,1683622
2022-04-26,2297.0,2413.89990234375,2295.10009765625,2395.300048828125,2392.1220703125,3199358
2022-04-27,2404.949951171875,2420.949951171875,2325.0,2334.10009765625,2331.00341796875,2559876
2022-04-28,2359.85009765625,2389.89990234375,2336.300048828125,2378.550048828125,2375.39404296875,1679893
2022-04-29,2389.0,2394.14990234375,2301.5,2332.0,2328.90576171875,1916180
2022-05-02,2325.0,2362.300048828125,2311.0,2339.5,2336.39599609375,1006544
2022-05-04,2358.699951171875,2362.89990234375,2233.050048828125,2253.800048828125,2250.8095703125,1744686
2022-05-05,2270.0,2303.800048828125,2236.0,2255.39990234375,2252.40771484375,1636796
2022-05-06,2210.0,2262.0,2200.0,2247.699951171875,2244.717529296875,1161579
2022-05-09,2229.5,2244.199951171875,2180.0,2197.64990234375,2194.734130859375,1450886
2022-05-10,2190.0,2220.0,2097.5,2109.5,2106.700927734375,1471866
2022-05-11,2109.60009765625,2157.75,2077.0,2119.300048828125,2116.488037109375,1397917
2022-05-12,2103.0,2113.60009765625,2011.050048828125,2045.199951171875,2042.486328125,1553685
2022-05-13,2084.5,2135.0,2035.300048828125,2054.14990234375,2051.424560546875,1547617
2022-05-16,2082.64990234375,2141.949951171875,2057.64990234375,2105.89990234375,2103.105712890625,1742552
2022-05-17,2133.050048828125,2192.25,2119.39990234375,2184.85009765625,2181.951171875,1061085
2022-05-18,2199.699951171875,2216.89990234375,2172.0,2181.10009765625,2178.2060546875,1296983
2022-05-19,2145.0,2154.75,2097.60009765625,2114.75,2111.944091796875,986930
2022-05-20,2159.0,2232.39990234375,2151.0,2219.550048828125,2216.605224609375,1444803
2022-05-23,2231.75,2245.0,2155.64990234375,2170.64990234375,2167.77001953125,1455450
2022-05-24,2161.0,2178.89990234375,2142.550048828125,2160.199951171875,2157.333740234375,1008943
2022-05-25,2168.0,2181.449951171875,2066.199951171875,2074.14990234375,2071.39794921875,1382448
2022-05-26,2077.0,2088.0,1906.199951171875,2046.4000244140625,2043.684814453125,4967514
2022-05-27,2080.0,2094.300048828125,2047.699951171875,2080.14990234375,2077.39013671875,1354005
2022-05-30,2120.0,2175.0,2102.0,2165.64990234375,2162.776611328125,1384584
2022-05-31,2160.0,2225.800048828125,2150.39990234375,2167.550048828125,2164.674072265625,2861556
2022-06-01,2169.949951171875,2189.300048828125,2126.0,2150.89990234375,2148.0458984375,1448212
2022-06-02,2155.0,2218.0,2142.300048828125,2209.39990234375,2206.46875,1855167
2022-06-03,2235.0,2242.25,2176.050048828125,2190.0,2187.09423828125,1651685
2022-06-06,2188.5,2230.0,2168.199951171875,2225.050048828125,2222.097900390625,1664487
2022-06-07,2210.0,2254.699951171875,2207.050048828125,2227.550048828125,2224.5947265625,2046676
2022-06-08,2244.949951171875,2244.949951171875,2158.550048828125,2177.199951171875,2174.311279296875,1530739
2022-06-09,2160.300048828125,2224.0,2155.0,2219.199951171875,2216.255615234375,1440385
